"ID"	"Expanded Description"	
"7153"	"Sao Tome and Principe - Other - Design organisation"	
"10153"	"Sao Tome and Principe - Other - Aerodrome operator"	
"11153"	"Sao Tome and Principe - Other - ATM equipment maintenance organisation"	
"9153"	"Sao Tome and Principe - Other - Air Navigation Service Provider"	
"12153"	"Sao Tome and Principe - Other - Apron Management Service Provider"	
"8153"	"Sao Tome and Principe - Other - Maintenance organisation"	
"6153"	"Sao Tome and Principe - Other - Aircraft operator"	
"154"	"Saudi Arabia"	
"1154"	"Saudi Arabia - AIB"	
"2154"	"Saudi Arabia - CAA"	
"5154"	"Saudi Arabia - Other"	
"100292"	"Saudi Arabia - Other - Production organisation"	
"100500"	"Saudi Arabia - Other - Flight Crew Training organisation"	
"100708"	"Saudi Arabia - Other - Flight Information Service Provider"	
"100916"	"Saudi Arabia - Other - Continuous airworthiness monitoring organisation"	
"101124"	"Saudi Arabia - Other - Ground handling organisation"	
"101332"	"Saudi Arabia - Other - Individuals"	
"7154"	"Saudi Arabia - Other - Design organisation"	
"10154"	"Saudi Arabia - Other - Aerodrome operator"	
"11154"	"Saudi Arabia - Other - ATM equipment maintenance organisation"	
"9154"	"Saudi Arabia - Other - Air Navigation Service Provider"	
"12154"	"Saudi Arabia - Other - Apron Management Service Provider"	
"8154"	"Saudi Arabia - Other - Maintenance organisation"	
"6154"	"Saudi Arabia - Other - Aircraft operator"	
"155"	"Senegal"	
"1155"	"Senegal - AIB"	
"2155"	"Senegal - CAA"	
"5155"	"Senegal - Other"	
"100293"	"Senegal - Other - Production organisation"	
"100501"	"Senegal - Other - Flight Crew Training organisation"	
"100709"	"Senegal - Other - Flight Information Service Provider"	
"100917"	"Senegal - Other - Continuous airworthiness monitoring organisation"	
"101125"	"Senegal - Other - Ground handling organisation"	
"101333"	"Senegal - Other - Individuals"	
"7155"	"Senegal - Other - Design organisation"	
"10155"	"Senegal - Other - Aerodrome operator"	
"11155"	"Senegal - Other - ATM equipment maintenance organisation"	
"9155"	"Senegal - Other - Air Navigation Service Provider"	
"12155"	"Senegal - Other - Apron Management Service Provider"	
"8155"	"Senegal - Other - Maintenance organisation"	
"6155"	"Senegal - Other - Aircraft operator"	
"156"	"Serbia"	
"1156"	"Serbia - AIB"	
"2156"	"Serbia - CAD"	
"5156"	"Serbia - Other"	
"100294"	"Serbia - Other - Production organisation"	
"100502"	"Serbia - Other - Flight Crew Training organisation"	
"100710"	"Serbia - Other - Flight Information Service Provider"	
"100918"	"Serbia - Other - Continuous airworthiness monitoring organisation"	
"101126"	"Serbia - Other - Ground handling organisation"	
"101334"	"Serbia - Other - Individuals"	
"7156"	"Serbia - Other - Design organisation"	
"10156"	"Serbia - Other - Aerodrome operator"	
"11156"	"Serbia - Other - ATM equipment maintenance organisation"	
"9156"	"Serbia - Other - Air Navigation Service Provider"	
"12156"	"Serbia - Other - Apron Management Service Provider"	
"8156"	"Serbia - Other - Maintenance organisation"	
"6156"	"Serbia - Other - Aircraft operator"	
"157"	"Seychelles"	
"1157"	"Seychelles - AIB"	
"2157"	"Seychelles - CAA"	
"5157"	"Seychelles - Other"	
"100295"	"Seychelles - Other - Production organisation"	
"100503"	"Seychelles - Other - Flight Crew Training organisation"	
"100711"	"Seychelles - Other - Flight Information Service Provider"	
"100919"	"Seychelles - Other - Continuous airworthiness monitoring organisation"	
"101127"	"Seychelles - Other - Ground handling organisation"	
"101335"	"Seychelles - Other - Individuals"	
"7157"	"Seychelles - Other - Design organisation"	
"10157"	"Seychelles - Other - Aerodrome operator"	
"11157"	"Seychelles - Other - ATM equipment maintenance organisation"	
"9157"	"Seychelles - Other - Air Navigation Service Provider"	
"12157"	"Seychelles - Other - Apron Management Service Provider"	
"8157"	"Seychelles - Other - Maintenance organisation"	
"6157"	"Seychelles - Other - Aircraft operator"	
"158"	"Sierra Leone"	
"1158"	"Sierra Leone - AIB"	
"2158"	"Sierra Leone - CAA"	
"5158"	"Sierra Leone - Other"	
"100296"	"Sierra Leone - Other - Production organisation"	
"100504"	"Sierra Leone - Other - Flight Crew Training organisation"	
"100712"	"Sierra Leone - Other - Flight Information Service Provider"	
"100920"	"Sierra Leone - Other - Continuous airworthiness monitoring organisation"	
"101128"	"Sierra Leone - Other - Ground handling organisation"	
"101336"	"Sierra Leone - Other - Individuals"	
"7158"	"Sierra Leone - Other - Design organisation"	
"10158"	"Sierra Leone - Other - Aerodrome operator"	
"11158"	"Sierra Leone - Other - ATM equipment maintenance organisation"	
"9158"	"Sierra Leone - Other - Air Navigation Service Provider"	
"12158"	"Sierra Leone - Other - Apron Management Service Provider"	
"8158"	"Sierra Leone - Other - Maintenance organisation"	
"6158"	"Sierra Leone - Other - Aircraft operator"	
"159"	"Singapore"	
"1159"	"Singapore - AAIB"	
"2159"	"Singapore - CAA"	
"5159"	"Singapore - Other"	
"100297"	"Singapore - Other - Production organisation"	
"100505"	"Singapore - Other - Flight Crew Training organisation"	
"100713"	"Singapore - Other - Flight Information Service Provider"	
"100921"	"Singapore - Other - Continuous airworthiness monitoring organisation"	
"101129"	"Singapore - Other - Ground handling organisation"	
"101337"	"Singapore - Other - Individuals"	
"7159"	"Singapore - Other - Design organisation"	
"10159"	"Singapore - Other - Aerodrome operator"	
"11159"	"Singapore - Other - ATM equipment maintenance organisation"	
"9159"	"Singapore - Other - Air Navigation Service Provider"	
"12159"	"Singapore - Other - Apron Management Service Provider"	
"8159"	"Singapore - Other - Maintenance organisation"	
"6159"	"Singapore - Other - Aircraft operator"	
"160"	"Slovakia"	
"1160"	"Slovakia - AAIIB"	
"2160"	"Slovakia - CAA"	
"5160"	"Slovakia - Other"	
"100298"	"Slovakia - Other - Production organisation"	
"100506"	"Slovakia - Other - Flight Crew Training organisation"	
"100714"	"Slovakia - Other - Flight Information Service Provider"	
"100922"	"Slovakia - Other - Continuous airworthiness monitoring organisation"	
"101130"	"Slovakia - Other - Ground handling organisation"	
"101338"	"Slovakia - Other - Individuals"	
"7160"	"Slovakia - Other - Design organisation"	
"10160"	"Slovakia - Other - Aerodrome operator"	
"11160"	"Slovakia - Other - ATM equipment maintenance organisation"	
"9160"	"Slovakia - Other - Air Navigation Service Provider"	
"12160"	"Slovakia - Other - Apron Management Service Provider"	
"8160"	"Slovakia - Other - Maintenance organisation"	
"6160"	"Slovakia - Other - Aircraft operator"	
"161"	"Slovenia"	
"1161"	"Slovenia - AAIIO"	
"2161"	"Slovenia - CAA"	
"5161"	"Slovenia - Other"	
"100299"	"Slovenia - Other - Production organisation"	
"100507"	"Slovenia - Other - Flight Crew Training organisation"	
"100715"	"Slovenia - Other - Flight Information Service Provider"	
"100923"	"Slovenia - Other - Continuous airworthiness monitoring organisation"	
"101131"	"Slovenia - Other - Ground handling organisation"	
"101339"	"Slovenia - Other - Individuals"	
"7161"	"Slovenia - Other - Design organisation"	
"10161"	"Slovenia - Other - Aerodrome operator"	
"11161"	"Slovenia - Other - ATM equipment maintenance organisation"	
"9161"	"Slovenia - Other - Air Navigation Service Provider"	
"12161"	"Slovenia - Other - Apron Management Service Provider"	
"8161"	"Slovenia - Other - Maintenance organisation"	
"6161"	"Slovenia - Other - Aircraft operator"	
"162"	"Solomon Islands"	
"1162"	"Solomon Islands - AIB"	
"2162"	"Solomon Islands - CAA"	
"5162"	"Solomon Islands - Other"	
"100300"	"Solomon Islands - Other - Production organisation"	
"100508"	"Solomon Islands - Other - Flight Crew Training organisation"	
"100716"	"Solomon Islands - Other - Flight Information Service Provider"	
"100924"	"Solomon Islands - Other - Continuous airworthiness monitoring organisation"	
"101132"	"Solomon Islands - Other - Ground handling organisation"	
"101340"	"Solomon Islands - Other - Individuals"	
"7162"	"Solomon Islands - Other - Design organisation"	
"10162"	"Solomon Islands - Other - Aerodrome operator"	
"11162"	"Solomon Islands - Other - ATM equipment maintenance organisation"	
"9162"	"Solomon Islands - Other - Air Navigation Service Provider"	
"12162"	"Solomon Islands - Other - Apron Management Service Provider"	
"8162"	"Solomon Islands - Other - Maintenance organisation"	
"6162"	"Solomon Islands - Other - Aircraft operator"	
"163"	"Somalia"	
"1163"	"Somalia - AIB"	
"2163"	"Somalia - CAA"	
"5163"	"Somalia - Other"	
"100301"	"Somalia - Other - Production organisation"	
"100509"	"Somalia - Other - Flight Crew Training organisation"	
"100717"	"Somalia - Other - Flight Information Service Provider"	
"100925"	"Somalia - Other - Continuous airworthiness monitoring organisation"	
"101133"	"Somalia - Other - Ground handling organisation"	
"101341"	"Somalia - Other - Individuals"	
"7163"	"Somalia - Other - Design organisation"	
"10163"	"Somalia - Other - Aerodrome operator"	
"11163"	"Somalia - Other - ATM equipment maintenance organisation"	
"9163"	"Somalia - Other - Air Navigation Service Provider"	
"12163"	"Somalia - Other - Apron Management Service Provider"	
"8163"	"Somalia - Other - Maintenance organisation"	
"6163"	"Somalia - Other - Aircraft operator"	
"164"	"South Africa"	
"1164"	"South Africa - AIB"	
"2164"	"South Africa - CAA"	
"5164"	"South Africa - Other"	
"100302"	"South Africa - Other - Production organisation"	
"100510"	"South Africa - Other - Flight Crew Training organisation"	
"100718"	"South Africa - Other - Flight Information Service Provider"	
"100926"	"South Africa - Other - Continuous airworthiness monitoring organisation"	
"101134"	"South Africa - Other - Ground handling organisation"	
"101342"	"South Africa - Other - Individuals"	
"7164"	"South Africa - Other - Design organisation"	
"10164"	"South Africa - Other - Aerodrome operator"	
"11164"	"South Africa - Other - ATM equipment maintenance organisation"	
"9164"	"South Africa - Other - Air Navigation Service Provider"	
"12164"	"South Africa - Other - Apron Management Service Provider"	
"8164"	"South Africa - Other - Maintenance organisation"	
"6164"	"South Africa - Other - Aircraft operator"	
"100027"	"South Georgia and the South Sandwich Island"	
"100086"	"South Georgia and the South Sandwich Island - AIB"	
"100087"	"South Georgia and the South Sandwich Island - CAA"	
"100088"	"South Georgia and the South Sandwich Island - Other"	
"100303"	"South Georgia and the South Sandwich Island - Other - Production organisation"	
"100511"	"South Georgia and the South Sandwich Island - Other - Flight Crew Training organisation"	
"100719"	"South Georgia and the South Sandwich Island - Other - Flight Information Service Provider"	
"100927"	"South Georgia and the South Sandwich Island - Other - Continuous airworthiness monitoring organisation"	
"101135"	"South Georgia and the South Sandwich Island - Other - Ground handling organisation"	
"101343"	"South Georgia and the South Sandwich Island - Other - Individuals"	
"100089"	"South Georgia and the South Sandwich Island - Other - Design organisation"	
"100090"	"South Georgia and the South Sandwich Island - Other - Aerodrome operator"	
"100091"	"South Georgia and the South Sandwich Island - Other - ATM equipment maintenance organisation"	
"100092"	"South Georgia and the South Sandwich Island - Other - Air Navigation Service Provider"	
"100093"	"South Georgia and the South Sandwich Island - Other - Apron Management Service Provider"	
"100094"	"South Georgia and the South Sandwich Island - Other - Maintenance organisation"	
"100095"	"South Georgia and the South Sandwich Island - Other - Aircraft operator"	
"100010"	"South Sudan"	
"100011"	"South Sudan - AIB"	
"100012"	"South Sudan - CAA"	
"100013"	"South Sudan - Other"	
"100304"	"South Sudan - Other - Production organisation"	
"100512"	"South Sudan - Other - Flight Crew Training organisation"	
"100720"	"South Sudan - Other - Flight Information Service Provider"	
"100928"	"South Sudan - Other - Continuous airworthiness monitoring organisation"	
"101136"	"South Sudan - Other - Ground handling organisation"	
"101344"	"South Sudan - Other - Individuals"	
"100014"	"South Sudan - Other - Design organisation"	
"100015"	"South Sudan - Other - Aerodrome operator"	
"100016"	"South Sudan - Other - ATM equipment maintenance organisation"	
"100017"	"South Sudan - Other - Air Navigation Service Provider"	
"100018"	"South Sudan - Other - Apron Management Service Provider"	
"100019"	"South Sudan - Other - Maintenance organisation"	
"100020"	"South Sudan - Other - Aircraft operator"	
"165"	"Spain"	
"2165"	"Spain - CAA"	
"1165"	"Spain - CIAIAC"	
"5165"	"Spain - Other"	
"100305"	"Spain - Other - Production organisation"	
"100513"	"Spain - Other - Flight Crew Training organisation"	
"100721"	"Spain - Other - Flight Information Service Provider"	
"100929"	"Spain - Other - Continuous airworthiness monitoring organisation"	
"101137"	"Spain - Other - Ground handling organisation"	
"101345"	"Spain - Other - Individuals"	
"7165"	"Spain - Other - Design organisation"	
"10165"	"Spain - Other - Aerodrome operator"	
"11165"	"Spain - Other - ATM equipment maintenance organisation"	
"9165"	"Spain - Other - Air Navigation Service Provider"	
"12165"	"Spain - Other - Apron Management Service Provider"	
"8165"	"Spain - Other - Maintenance organisation"	
"6165"	"Spain - Other - Aircraft operator"	
"166"	"Sri Lanka"	
"1166"	"Sri Lanka - AIB"	
"2166"	"Sri Lanka - CAA"	
"5166"	"Sri Lanka - Other"	
"100306"	"Sri Lanka - Other - Production organisation"	
"100514"	"Sri Lanka - Other - Flight Crew Training organisation"	
"100722"	"Sri Lanka - Other - Flight Information Service Provider"	
"100930"	"Sri Lanka - Other - Continuous airworthiness monitoring organisation"	
"101138"	"Sri Lanka - Other - Ground handling organisation"	
"101346"	"Sri Lanka - Other - Individuals"	
"7166"	"Sri Lanka - Other - Design organisation"	
"10166"	"Sri Lanka - Other - Aerodrome operator"	
"11166"	"Sri Lanka - Other - ATM equipment maintenance organisation"	
"9166"	"Sri Lanka - Other - Air Navigation Service Provider"	
"12166"	"Sri Lanka - Other - Apron Management Service Provider"	
"8166"	"Sri Lanka - Other - Maintenance organisation"	
"6166"	"Sri Lanka - Other - Aircraft operator"	
"100028"	"St Helena - Ascension Island"	
"100097"	"St Helena - Ascension Island - AIB"	
"100098"	"St Helena - Ascension Island - CAA"	
"100099"	"St Helena - Ascension Island - Other"	
"100307"	"St Helena - Ascension Island - Other - Production organisation"	
"100515"	"St Helena - Ascension Island - Other - Flight Crew Training organisation"	
"100723"	"St Helena - Ascension Island - Other - Flight Information Service Provider"	
"100931"	"St Helena - Ascension Island - Other - Continuous airworthiness monitoring organisation"	
"101139"	"St Helena - Ascension Island - Other - Ground handling organisation"	
"101347"	"St Helena - Ascension Island - Other - Individuals"	
"100100"	"St Helena - Ascension Island - Other - Design organisation"	
"100101"	"St Helena - Ascension Island - Other - Aerodrome operator"	
"100102"	"St Helena - Ascension Island - Other - ATM equipment maintenance organisation"	
"100103"	"St Helena - Ascension Island - Other - Air Navigation Service Provider"	
"100104"	"St Helena - Ascension Island - Other - Apron Management Service Provider"	
"100105"	"St Helena - Ascension Island - Other - Maintenance organisation"	
"100106"	"St Helena - Ascension Island - Other - Aircraft operator"	
"167"	"Sudan"	
"1167"	"Sudan - AIB"	
"2167"	"Sudan - CAA"	
"5167"	"Sudan - Other"	
"100308"	"Sudan - Other - Production organisation"	
"100516"	"Sudan - Other - Flight Crew Training organisation"	
"100724"	"Sudan - Other - Flight Information Service Provider"	
"100932"	"Sudan - Other - Continuous airworthiness monitoring organisation"	
"101140"	"Sudan - Other - Ground handling organisation"	
"101348"	"Sudan - Other - Individuals"	
"7167"	"Sudan - Other - Design organisation"	
"10167"	"Sudan - Other - Aerodrome operator"	
"11167"	"Sudan - Other - ATM equipment maintenance organisation"	
"9167"	"Sudan - Other - Air Navigation Service Provider"	
"12167"	"Sudan - Other - Apron Management Service Provider"	
"8167"	"Sudan - Other - Maintenance organisation"	
"6167"	"Sudan - Other - Aircraft operator"	
"168"	"Suriname"	
"1168"	"Suriname - AIB"	
"2168"	"Suriname - CAA"	
"5168"	"Suriname - Other"	
"100309"	"Suriname - Other - Production organisation"	
"100517"	"Suriname - Other - Flight Crew Training organisation"	
"100725"	"Suriname - Other - Flight Information Service Provider"	
"100933"	"Suriname - Other - Continuous airworthiness monitoring organisation"	
"101141"	"Suriname - Other - Ground handling organisation"	
"101349"	"Suriname - Other - Individuals"	
"7168"	"Suriname - Other - Design organisation"	
"10168"	"Suriname - Other - Aerodrome operator"	
"11168"	"Suriname - Other - ATM equipment maintenance organisation"	
"9168"	"Suriname - Other - Air Navigation Service Provider"	
"12168"	"Suriname - Other - Apron Management Service Provider"	
"8168"	"Suriname - Other - Maintenance organisation"	
"6168"	"Suriname - Other - Aircraft operator"	
"169"	"Swaziland"	
"1169"	"Swaziland - AIB"	
"2169"	"Swaziland - CAA"	
"5169"	"Swaziland - Other"	
"100310"	"Swaziland - Other - Production organisation"	
"100518"	"Swaziland - Other - Flight Crew Training organisation"	
"100726"	"Swaziland - Other - Flight Information Service Provider"	
"100934"	"Swaziland - Other - Continuous airworthiness monitoring organisation"	
"101142"	"Swaziland - Other - Ground handling organisation"	
"101350"	"Swaziland - Other - Individuals"	
"7169"	"Swaziland - Other - Design organisation"	
"10169"	"Swaziland - Other - Aerodrome operator"	
"11169"	"Swaziland - Other - ATM equipment maintenance organisation"	
"9169"	"Swaziland - Other - Air Navigation Service Provider"	
"12169"	"Swaziland - Other - Apron Management Service Provider"	
"8169"	"Swaziland - Other - Maintenance organisation"	
"6169"	"Swaziland - Other - Aircraft operator"	
"170"	"Sweden"	
"1170"	"Sweden - AIB"	
"2170"	"Sweden - CAA"	
"5170"	"Sweden - Other"	
"100311"	"Sweden - Other - Production organisation"	
"100519"	"Sweden - Other - Flight Crew Training organisation"	
"100727"	"Sweden - Other - Flight Information Service Provider"	
"100935"	"Sweden - Other - Continuous airworthiness monitoring organisation"	
"101143"	"Sweden - Other - Ground handling organisation"	
"101351"	"Sweden - Other - Individuals"	
"7170"	"Sweden - Other - Design organisation"	
"10170"	"Sweden - Other - Aerodrome operator"	
"11170"	"Sweden - Other - ATM equipment maintenance organisation"	
"9170"	"Sweden - Other - Air Navigation Service Provider"	
"12170"	"Sweden - Other - Apron Management Service Provider"	
"8170"	"Sweden - Other - Maintenance organisation"	
"6170"	"Sweden - Other - Aircraft operator"	
"171"	"Switzerland"	
"1171"	"Switzerland - AAIB"	
"2171"	"Switzerland - FOCA"	
"5171"	"Switzerland - Other"	
"100312"	"Switzerland - Other - Production organisation"	
"100520"	"Switzerland - Other - Flight Crew Training organisation"	
"100728"	"Switzerland - Other - Flight Information Service Provider"	
"100936"	"Switzerland - Other - Continuous airworthiness monitoring organisation"	
"101144"	"Switzerland - Other - Ground handling organisation"	
"101352"	"Switzerland - Other - Individuals"	
"7171"	"Switzerland - Other - Design organisation"	
"10171"	"Switzerland - Other - Aerodrome operator"	
"11171"	"Switzerland - Other - ATM equipment maintenance organisation"	
"9171"	"Switzerland - Other - Air Navigation Service Provider"	
"12171"	"Switzerland - Other - Apron Management Service Provider"	
"8171"	"Switzerland - Other - Maintenance organisation"	
"6171"	"Switzerland - Other - Aircraft operator"	
"172"	"Syrian Arab Republic"	
"1172"	"Syrian Arab Republic - AIB"	
"2172"	"Syrian Arab Republic - CAA"	
"5172"	"Syrian Arab Republic - Other"	
"100313"	"Syrian Arab Republic - Other - Production organisation"	
"100521"	"Syrian Arab Republic - Other - Flight Crew Training organisation"	
"100729"	"Syrian Arab Republic - Other - Flight Information Service Provider"	
"100937"	"Syrian Arab Republic - Other - Continuous airworthiness monitoring organisation"	
"101145"	"Syrian Arab Republic - Other - Ground handling organisation"	
"101353"	"Syrian Arab Republic - Other - Individuals"	
"7172"	"Syrian Arab Republic - Other - Design organisation"	
"10172"	"Syrian Arab Republic - Other - Aerodrome operator"	
"11172"	"Syrian Arab Republic - Other - ATM equipment maintenance organisation"	
"9172"	"Syrian Arab Republic - Other - Air Navigation Service Provider"	
"12172"	"Syrian Arab Republic - Other - Apron Management Service Provider"	
"8172"	"Syrian Arab Republic - Other - Maintenance organisation"	
"6172"	"Syrian Arab Republic - Other - Aircraft operator"	
"173"	"Taiwan"	
"1173"	"Taiwan - ASC"	
"2173"	"Taiwan - CAA"	
"5173"	"Taiwan - Other"	
"100314"	"Taiwan - Other - Production organisation"	
"100522"	"Taiwan - Other - Flight Crew Training organisation"	
"100730"	"Taiwan - Other - Flight Information Service Provider"	
"100938"	"Taiwan - Other - Continuous airworthiness monitoring organisation"	
"101146"	"Taiwan - Other - Ground handling organisation"	
"101354"	"Taiwan - Other - Individuals"	
"7173"	"Taiwan - Other - Design organisation"	
"10173"	"Taiwan - Other - Aerodrome operator"	
"11173"	"Taiwan - Other - ATM equipment maintenance organisation"	
"9173"	"Taiwan - Other - Air Navigation Service Provider"	
"12173"	"Taiwan - Other - Apron Management Service Provider"	
"8173"	"Taiwan - Other - Maintenance organisation"	
"6173"	"Taiwan - Other - Aircraft operator"	
"174"	"Tajikistan"	
"1174"	"Tajikistan - AIB"	
"2174"	"Tajikistan - CAA"	
"5174"	"Tajikistan - Other"	
"100315"	"Tajikistan - Other - Production organisation"	
"100523"	"Tajikistan - Other - Flight Crew Training organisation"	
"100731"	"Tajikistan - Other - Flight Information Service Provider"	
"100939"	"Tajikistan - Other - Continuous airworthiness monitoring organisation"	
"101147"	"Tajikistan - Other - Ground handling organisation"	
"101355"	"Tajikistan - Other - Individuals"	
"7174"	"Tajikistan - Other - Design organisation"	
"10174"	"Tajikistan - Other - Aerodrome operator"	
"11174"	"Tajikistan - Other - ATM equipment maintenance organisation"	
"9174"	"Tajikistan - Other - Air Navigation Service Provider"	
"12174"	"Tajikistan - Other - Apron Management Service Provider"	
"8174"	"Tajikistan - Other - Maintenance organisation"	
"6174"	"Tajikistan - Other - Aircraft operator"	
"175"	"Tanzania, United Republic of"	
"1175"	"Tanzania, United Republic of - AIB"	
"2175"	"Tanzania, United Republic of - CAA"	
"5175"	"Tanzania, United Republic of - Other"	
"100316"	"Tanzania, United Republic of - Other - Production organisation"	
"100524"	"Tanzania, United Republic of - Other - Flight Crew Training organisation"	
"100732"	"Tanzania, United Republic of - Other - Flight Information Service Provider"	
"100940"	"Tanzania, United Republic of - Other - Continuous airworthiness monitoring organisation"	
"101148"	"Tanzania, United Republic of - Other - Ground handling organisation"	
"101356"	"Tanzania, United Republic of - Other - Individuals"	
"7175"	"Tanzania, United Republic of - Other - Design organisation"	
"10175"	"Tanzania, United Republic of - Other - Aerodrome operator"	
"11175"	"Tanzania, United Republic of - Other - ATM equipment maintenance organisation"	
"9175"	"Tanzania, United Republic of - Other - Air Navigation Service Provider"	
"12175"	"Tanzania, United Republic of - Other - Apron Management Service Provider"	
"8175"	"Tanzania, United Republic of - Other - Maintenance organisation"	
"6175"	"Tanzania, United Republic of - Other - Aircraft operator"	
"176"	"Thailand"	
"1176"	"Thailand - AIB"	
"2176"	"Thailand - CAA"	
"5176"	"Thailand - Other"	
"100317"	"Thailand - Other - Production organisation"	
"100525"	"Thailand - Other - Flight Crew Training organisation"	
"100733"	"Thailand - Other - Flight Information Service Provider"	
"100941"	"Thailand - Other - Continuous airworthiness monitoring organisation"	
"101149"	"Thailand - Other - Ground handling organisation"	
"101357"	"Thailand - Other - Individuals"	
"7176"	"Thailand - Other - Design organisation"	
"10176"	"Thailand - Other - Aerodrome operator"	
"11176"	"Thailand - Other - ATM equipment maintenance organisation"	
"9176"	"Thailand - Other - Air Navigation Service Provider"	
"12176"	"Thailand - Other - Apron Management Service Provider"	
"8176"	"Thailand - Other - Maintenance organisation"	
"6176"	"Thailand - Other - Aircraft operator"	
"177"	"Timor-Leste"	
"1177"	"Timor-Leste - AIB"	
"2177"	"Timor-Leste - CAA"	
"5177"	"Timor-Leste - Other"	
"100318"	"Timor-Leste - Other - Production organisation"	
"100526"	"Timor-Leste - Other - Flight Crew Training organisation"	
"100734"	"Timor-Leste - Other - Flight Information Service Provider"	
"100942"	"Timor-Leste - Other - Continuous airworthiness monitoring organisation"	
"101150"	"Timor-Leste - Other - Ground handling organisation"	
"101358"	"Timor-Leste - Other - Individuals"	
"7177"	"Timor-Leste - Other - Design organisation"	
"10177"	"Timor-Leste - Other - Aerodrome operator"	
"11177"	"Timor-Leste - Other - ATM equipment maintenance organisation"	
"9177"	"Timor-Leste - Other - Air Navigation Service Provider"	
"12177"	"Timor-Leste - Other - Apron Management Service Provider"	
"8177"	"Timor-Leste - Other - Maintenance organisation"	
"6177"	"Timor-Leste - Other - Aircraft operator"	
"178"	"Togo"	
"1178"	"Togo - AIB"	
"2178"	"Togo - CAA"	
"5178"	"Togo - Other"	
"100319"	"Togo - Other - Production organisation"	
"100527"	"Togo - Other - Flight Crew Training organisation"	
"100735"	"Togo - Other - Flight Information Service Provider"	
"100943"	"Togo - Other - Continuous airworthiness monitoring organisation"	
"101151"	"Togo - Other - Ground handling organisation"	
"101359"	"Togo - Other - Individuals"	
"7178"	"Togo - Other - Design organisation"	
"10178"	"Togo - Other - Aerodrome operator"	
"11178"	"Togo - Other - ATM equipment maintenance organisation"	
"9178"	"Togo - Other - Air Navigation Service Provider"	
"12178"	"Togo - Other - Apron Management Service Provider"	
"8178"	"Togo - Other - Maintenance organisation"	
"6178"	"Togo - Other - Aircraft operator"	
"179"	"Tonga"	
"1179"	"Tonga - AIB"	
"2179"	"Tonga - CAA"	
"5179"	"Tonga - Other"	
"100320"	"Tonga - Other - Production organisation"	
"100528"	"Tonga - Other - Flight Crew Training organisation"	
"100736"	"Tonga - Other - Flight Information Service Provider"	
"100944"	"Tonga - Other - Continuous airworthiness monitoring organisation"	
"101152"	"Tonga - Other - Ground handling organisation"	
"101360"	"Tonga - Other - Individuals"	
"7179"	"Tonga - Other - Design organisation"	
"10179"	"Tonga - Other - Aerodrome operator"	
"11179"	"Tonga - Other - ATM equipment maintenance organisation"	
"9179"	"Tonga - Other - Air Navigation Service Provider"	
"12179"	"Tonga - Other - Apron Management Service Provider"	
"8179"	"Tonga - Other - Maintenance organisation"	
"6179"	"Tonga - Other - Aircraft operator"	
"180"	"Trinidad and Tobago"	
"1180"	"Trinidad and Tobago - AIB"	
"2180"	"Trinidad and Tobago - CAA"	
"5180"	"Trinidad and Tobago - Other"	
"100321"	"Trinidad and Tobago - Other - Production organisation"	
"100529"	"Trinidad and Tobago - Other - Flight Crew Training organisation"	
"100737"	"Trinidad and Tobago - Other - Flight Information Service Provider"	
"100945"	"Trinidad and Tobago - Other - Continuous airworthiness monitoring organisation"	
"101153"	"Trinidad and Tobago - Other - Ground handling organisation"	
"101361"	"Trinidad and Tobago - Other - Individuals"	
"7180"	"Trinidad and Tobago - Other - Design organisation"	
"10180"	"Trinidad and Tobago - Other - Aerodrome operator"	
"11180"	"Trinidad and Tobago - Other - ATM equipment maintenance organisation"	
"9180"	"Trinidad and Tobago - Other - Air Navigation Service Provider"	
"12180"	"Trinidad and Tobago - Other - Apron Management Service Provider"	
"8180"	"Trinidad and Tobago - Other - Maintenance organisation"	
"6180"	"Trinidad and Tobago - Other - Aircraft operator"	
"181"	"Tunisia"	
"1181"	"Tunisia - AIB"	
"2181"	"Tunisia - CAA"	
"5181"	"Tunisia - Other"	
"100322"	"Tunisia - Other - Production organisation"	
"100530"	"Tunisia - Other - Flight Crew Training organisation"	
"100738"	"Tunisia - Other - Flight Information Service Provider"	
"100946"	"Tunisia - Other - Continuous airworthiness monitoring organisation"	
"101154"	"Tunisia - Other - Ground handling organisation"	
"101362"	"Tunisia - Other - Individuals"	
"7181"	"Tunisia - Other - Design organisation"	
"10181"	"Tunisia - Other - Aerodrome operator"	
"11181"	"Tunisia - Other - ATM equipment maintenance organisation"	
"9181"	"Tunisia - Other - Air Navigation Service Provider"	
"12181"	"Tunisia - Other - Apron Management Service Provider"	
"8181"	"Tunisia - Other - Maintenance organisation"	
"6181"	"Tunisia - Other - Aircraft operator"	
"182"	"Turkey"	
"1182"	"Turkey - AIB"	
"2182"	"Turkey - CAA"	
"5182"	"Turkey - Other"	
"100323"	"Turkey - Other - Production organisation"	
"100531"	"Turkey - Other - Flight Crew Training organisation"	
"100739"	"Turkey - Other - Flight Information Service Provider"	
"100947"	"Turkey - Other - Continuous airworthiness monitoring organisation"	
"101155"	"Turkey - Other - Ground handling organisation"	
"101363"	"Turkey - Other - Individuals"	
"7182"	"Turkey - Other - Design organisation"	
"10182"	"Turkey - Other - Aerodrome operator"	
"11182"	"Turkey - Other - ATM equipment maintenance organisation"	
"9182"	"Turkey - Other - Air Navigation Service Provider"	
